id;url;Perfume;Brand;Country;Gender;RatingValue;RatingCount;releaseYear;PerfumeTop;PerfumeMiddle;PerfumeBase;Perfumer1;Perfumer2;MainAccord1;MainAccord2;MainAccord3;MainAccord4;MainAccord5;caminho_imagem_local;Perfumes-seletos;Longevidade;Sillage;Genero;Genero_Voto;Preco_Voto;Imagem_URL
1234;https://www.fragrantica.com/perfume/thera-cosmeticos/ycaro-84181.html;ycaro;thera-cosmeticos;Brazil;men;35;26;20230.0;citron;juniper berries, precious woods, mineral notes;pepper;m�rio torri neto;;citrus;fresh spicy;woody;aromatic;mineral;downloaded_images\1234_ycaro.jpg;thera-cosmeticos;ERRO;Moderate;Masculino;;;
1252;https://www.fragrantica.com/perfume/al-haramain-perfumes/urbanist-femme-53249.html;urbanist-femme;al-haramain-perfumes;UAE;women;351;63;;pineapple, apple, lemon, orange;jasmine, iris;musk, patchouli, amber;unknown;;fruity;citrus;sweet;fresh;musky;downloaded_images\1252_urbanist_femme.jpg;al-haramain-perfumes;ERRO;Strong;Feminino;;;
1258;https://www.fragrantica.com/perfume/carolina-herrera/ch-kings-54662.html;ch-kings;carolina-herrera;USA;men;351;120;20190.0;pink pepper, black pepper, violet, cardamom;cacao, lavender, coffee, pineapple, clary sage;tonka bean, musk, amber;unknown;;warm spicy;aromatic;sweet;soft spicy;musky;downloaded_images\1258_ch_kings.jpg;carolina-herrera;ERRO;Moderate;Masculino;;;
1265;https://www.fragrantica.com/perfume/lattafa-perfumes/qimmah-for-men-82792.html;qimmah-for-men;lattafa-perfumes;UAE;men;351;37;;cedar, agarwood;lavender, sage, rosemary;patchouli, vetiver;unknown;;aromatic;lavender;woody;patchouli;fresh spicy;downloaded_images\1265_qimmah_for_men.jpg;lattafa-perfumes;ERRO;Moderate;Masculino;;;
1270;https://www.fragrantica.com/perfume/o-boticario/egeo-on-me-55430.html;egeo-on-me;o-boticario;Brazil;unisex;351;140;20190.0;anise, peach, pepper, almond blossom, pineapple, apple, bergamot, lemon, cucumber, orange blossom, melon;passion flower, raspberry, ac�cia, jasmine, freesia, tuberose, white rose, prunella, green leaves, lily-of-the-valley;toffee, vanilla, amber, patchouli, sandalwood, musk;david apel;;sweet;fruity;floral;vanilla;powdery;downloaded_images\1270_egeo_on_me.jpg;o-boticario;ERRO;Moderate;Unissex;;;
1271;https://www.fragrantica.com/perfume/o-boticario/malbec-7355.html;malbec;o-boticario;Brazil;men;351;1484;20040.0;virginia cedar, incense, pepper, lime, mandarin orange, cassis, violet leaf, amalfi lemon, bergamot, cardamom;cedar, patchouli, sandalwood;oakmoss, amber, benzoin, musk;napole�o bastos;;woody;warm spicy;amber;citrus;earthy;downloaded_images\1271_malbec.jpg;o-boticario;ERRO;Moderate;Masculino;;;
1291;https://www.fragrantica.com/perfume/in-the-box/sweetobacco-64591.html;sweetobacco;in-the-box;Brazil;unisex;351;39;20190.0;tobacco leaf, spicy notes;vanilla, tobacco blossom, cacao, tonka bean;woodsy notes, dried fruits;unknown;;woody;tobacco;vanilla;sweet;warm spicy;downloaded_images\1291_sweetobacco.jpg;in-the-box;ERRO;Strong;Unissex;;;
1333;https://www.fragrantica.com/perfume/o-boticario/nativa-spa-blueberry-senses-19233.html;nativa-spa-blueberry-senses;o-boticario;Brazil;women;352;29;20120.0;blueberry, red berries, apple, pear, mandarin orange;raspberry, peony, freesia, lily-of-the-valley;benzoin, sandalwood, vanilla, cedar;cl�udio de deus;;fruity;sweet;fresh;;;downloaded_images\1333_nativa_spa_blueberry_senses.jpg;o-boticario;ERRO;Moderate;Feminino;;;
1398;https://www.fragrantica.com/perfume/carolina-herrera/212-surf-for-him-23622.html;212-surf-for-him;carolina-herrera;USA;men;353;111;20140.0;sea notes;grapefruit;patchouli;unknown;;marine;citrus;aromatic;patchouli;salty;downloaded_images\1398_212_surf_for_him.jpg;carolina-herrera;ERRO;Moderate;Masculino;;;
1408;https://www.fragrantica.com/perfume/jean-paul-gaultier/le-male-pirate-edition-29797.html;le-male-pirate-edition;jean-paul-gaultier;France;men;353;32;20150.0;mint, lavender, cardamom, artemisia, bergamot;cinnamon, orange blossom, caraway;tonka bean, vanilla, sandalwood, amber, cedar;francis kurkdjian;;aromatic;warm spicy;fresh spicy;vanilla;green;downloaded_images\1408_le_male_pirate_edition.jpg;jean-paul-gaultier;ERRO;Moderate;Masculino;;;
1413;https://www.fragrantica.com/perfume/o-boticario/quasar-drop-xy-58295.html;quasar-drop-xy;o-boticario;Brazil;men;353;87;20190.0;lemon, bergamot, eucalyptus, ginger, anise, mandarin orange;floral notes, geranium;cedar, cypriol oil or nagarmotha, vetiver, labdanum, amber, nutmeg, cashmeran;hernan f�goli;;citrus;woody;aromatic;fresh spicy;camphor;downloaded_images\1413_quasar_drop_xy.jpg;o-boticario;ERRO;Intimate;Masculino;;;
1414;https://www.fragrantica.com/perfume/paco-rabanne/invictus-silver-cup-collector-s-edition-25528.html;invictus-silver-cup-collector-s-edition;paco-rabanne;Spain;men;353;43;20140.0;sea notes, grapefruit, mandarin orange;bay leaf, jasmine;patchouli, moss, ambergris, guaiac wood;unknown;;woody;citrus;fresh spicy;aromatic;marine;downloaded_images\1414_invictus_silver_cup_collector_s_edition.jpg;paco-rabanne;ERRO;Moderate;Masculino;;;
1415;https://www.fragrantica.com/perfume/paco-rabanne/lady-million-empire-55787.html;lady-million-empire;paco-rabanne;Spain;women;353;920;20190.0;red currant, orange, neroli essence;mirabelle, magnolia, osmanthus, orange blossom;cognac, patchouli, white musk;anne flipo;jean-christophe h�rault;fruity;sweet;woody;floral;citrus;downloaded_images\1415_lady_million_empire.jpg;paco-rabanne;ERRO;Moderate;Feminino;;;
1421;https://www.fragrantica.com/perfume/yves-saint-laurent/paris-rebel-collector-2014-27870.html;paris-rebel-collector-2014;yves-saint-laurent;France;women;353;32;20140.0;citruses, pink pepper, tomato leaf;rose;musk, woody notes, amber;loc dong;;rose;citrus;aromatic;fresh spicy;musky;downloaded_images\1421_paris_rebel_collector_2014.jpg;yves-saint-laurent;ERRO;Strong;Feminino;;;
1491;https://www.fragrantica.com/perfume/paco-rabanne/lady-million-eau-de-toilette-14917.html;lady-million-eau-de-toilette;paco-rabanne;Spain;women;354;540;20120.0;neroli, lily-of-the-valley;gardenia, hyacinth;honey, patchouli;anne flipo;;white floral;honey;floral;green;fresh;downloaded_images\1491_lady_million_eau_de_toilette.jpg;paco-rabanne;ERRO;Strong;Feminino;;;
1492;https://www.fragrantica.com/perfume/paco-rabanne/dandy-me-68722.html;dandy-me;paco-rabanne;Spain;unisex;354;63;20210.0;cinnamon, saffron, grapefruit;may rose, geranium;agarwood (oud), sandalwood, vanilla;aure?lien guichard;j�r�me di marino;warm spicy;oud;rose;woody;cinnamon;downloaded_images\1492_dandy_me.jpg;paco-rabanne;ERRO;Moderate;Unissex;;;
1594;https://www.fragrantica.com/perfume/lattafa-perfumes/musk-salama-78620.html;musk-salama;lattafa-perfumes;UAE;unisex;355;93;20220.0;white musk, fruits;white musk, amber;woodsy notes, moscow mule, leather, agarwood (oud);unknown;;musky;powdery;fruity;animalic;woody;downloaded_images\1594_musk_salama.jpg;lattafa-perfumes;ERRO;Moderate;Unissex;;;
1599;https://www.fragrantica.com/perfume/natura/sintonia-maxx-26177.html;sintonia-maxx;natura;Brazil;men;355;31;20130.0;spicy notes, herbal notes;woody notes, vetiver;amber;unknown;;amber;woody;warm spicy;green;aromatic;downloaded_images\1599_sintonia_maxx.jpg;natura;ERRO;Moderate;Masculino;;;
1600;https://www.fragrantica.com/perfume/o-boticario/linked-he-7354.html;linked-he;o-boticario;Brazil;men;355;40;;mandarin orange, water notes, bergamot;geranium, cyclamen, lilac, tincture of rose;vetyver, amber, musk, woodsy notes;unknown;;citrus;floral;aquatic;fresh;aromatic;downloaded_images\1600_linked_he.jpg;o-boticario;ERRO;Moderate;Masculino;;;
1651;https://www.fragrantica.com/perfume/thera-cosmeticos/hertz-61195.html;hertz;thera-cosmeticos;Brazil;men;355;29;20200.0;fig, lemon, grapes, bergamot;red wine, rose, vanilla;patchouli, cedar, vetiver, amber;m�rio torri neto;;woody;fruity;sweet;wine;rose;downloaded_images\1651_hertz.jpg;thera-cosmeticos;ERRO;Moderate;Masculino;;;
1677;https://www.fragrantica.com/perfume/bvlgari/omnia-golden-citrine-59405.html;omnia-golden-citrine;bvlgari;Italy;women;356;395;20200.0;white peach, sicilian mandarin;ylang-ylang, jasmine;benzoin, cedar;alberto morillas;;yellow floral;sweet;woody;white floral;fruity;downloaded_images\1677_omnia_golden_citrine.jpg;bvlgari;ERRO;Moderate;Feminino;;;
1693;https://www.fragrantica.com/perfume/natura/cool-vibe-54386.html;cool-vibe;natura;Brazil;unisex;356;48;20180.0;pear, citruses, water notes, green notes, apple, pink pepper;jasmine, tagetes, rose, violet;cedar, musk, amber, whipped cream;sophie labb�;ver�nica kato;fresh;aquatic;fruity;green;citrus;downloaded_images\1693_cool_vibe.jpg;natura;ERRO;Moderate;Unissex;;;
1694;https://www.fragrantica.com/perfume/paco-rabanne/lady-million-eau-my-gold-24913.html;lady-million-eau-my-gold;paco-rabanne;Spain;women;356;717;20140.0;mango, neroli, grapefruit, mandarin orange, bergamot;orange blossom, violet;musk, cedar, amber, sandalwood;anne flipo;;citrus;white floral;tropical;sweet;fruity;downloaded_images\1694_lady_million_eau_my_gold.jpg;paco-rabanne;ERRO;Intimate;Feminino;;;
1778;https://www.fragrantica.com/perfume/al-haramain-perfumes/mena-19624.html;mena;al-haramain-perfumes;UAE;unisex;357;37;;pine tree;sandalwood, saffron;sandalwood, amber;unknown;;woody;warm spicy;amber;aromatic;powdery;downloaded_images\1778_mena.jpg;al-haramain-perfumes;ERRO;Moderate;Unissex;;;
1788;https://www.fragrantica.com/perfume/carolina-herrera/ch-men-sport-15633.html;ch-men-sport;carolina-herrera;USA;men;357;917;20120.0;grapefruit, bergamot, sage;juniper, sea notes, sichuan pepper;vetiver, sandalwood, oakmoss;unknown;;aromatic;fresh spicy;citrus;woody;earthy;downloaded_images\1788_ch_men_sport.jpg;carolina-herrera;ERRO;Moderate;Masculino;;;
1798;https://www.fragrantica.com/perfume/jean-paul-gaultier/le-beau-male-17222.html;le-beau-male;jean-paul-gaultier;France;men;357;1024;20130.0;mint, wormwood;lavender, orange blossom, sage;musk;francis kurkdjian;;aromatic;fresh spicy;green;lavender;musky;downloaded_images\1798_le_beau_male.jpg;jean-paul-gaultier;ERRO;Moderate;Masculino;;;
1814;https://www.fragrantica.com/perfume/o-boticario/styletto-7361.html;styletto;o-boticario;Brazil;men;357;416;19850.0;bergamot, amalfi lemon, lavender, rosemary, mandarin orange;coriander, wormwood, tarragon, geranium;oakmoss, patchouli, amber;unknown;;aromatic;citrus;fresh spicy;mossy;woody;downloaded_images\1814_styletto.jpg;o-boticario;ERRO;Moderate;Masculino;;;
2039;https://www.fragrantica.com/perfume/natura/no-gender-54383.html;no-gender;natura;Brazil;unisex;359;34;20180.0;pomelo, green notes, lemon, bergamot, mandarin orange, nutmeg, orange;lavender, ginger, jasmine, cardamom;cedar, sandalwood, patchouli, tonka bean;ver�nica kato;;citrus;woody;fresh spicy;warm spicy;aromatic;downloaded_images\2039_no_gender.jpg;natura;ERRO;Moderate;Unissex;;;
2040;https://www.fragrantica.com/perfume/natura/toxic-pink-49005.html;toxic-pink;natura;Brazil;women;359;100;20170.0;pink pepper, bergamot, mandarin orange;rose, jasmine, lily-of-the-valley;musk, amber, cherry liqueur;sonia constant;ver�nica kato;cherry;sweet;musky;white floral;rose;downloaded_images\2040_toxic_pink.jpg;natura;ERRO;Moderate;Feminino;;;
2041;https://www.fragrantica.com/perfume/natura/kaiak-13237.html;kaiak;natura;Brazil;men;359;925;19960.0;bergamot, amalfi lemon, cassis, galbanum;african orange flower, geranium, jasmine, lily-of-the-valley, transparent woods;oak moss, musk, amber, sandalwood;eurico mazzini;;citrus;aromatic;white floral;green;fresh spicy;downloaded_images\2041_kaiak.jpg;natura;ERRO;Moderate;Masculino;;;
2044;https://www.fragrantica.com/perfume/o-boticario/glamour-midnight-83468.html;glamour-midnight;o-boticario;Brazil;women;359;272;20230.0;plum, dates, almond;exotic spices, benzoin, cacao, black orchid;amber, peru balsam, patchouli, milk;unknown;;amber;warm spicy;sweet;fruity;balsamic;downloaded_images\2044_glamour_midnight.jpg;o-boticario;ERRO;Moderate;Feminino;;;
2148;https://www.fragrantica.com/perfume/giorgio-armani/emporio-armani-diamonds-eau-de-toilette-6084.html;emporio-armani-diamonds-eau-de-toilette;giorgio-armani;Italy;women;36;402;20090.0;pink pepper, bergamot;rose;vetiver, musk;unknown;;rose;musky;aromatic;soft spicy;citrus;downloaded_images\2148_emporio_armani_diamonds_eau_de_toilette.jpg;giorgio-armani;ERRO;Moderate;Feminino;;;
2152;https://www.fragrantica.com/perfume/jean-paul-gaultier/la-belle-le-parfum-2024-93892.html;la-belle-le-parfum-2024;jean-paul-gaultier;France;women;36;42;20240.0;pear;vanilla;tonka;unknown;;vanilla;sweet;fruity;amber;aquatic;downloaded_images\2152_la_belle_le_parfum_2024.jpg;jean-paul-gaultier;ERRO;Moderate;Feminino;;;
2165;https://www.fragrantica.com/perfume/o-boticario/men-2021-65124.html;men-2021;o-boticario;Brazil;men;36;45;20210.0;citruses, sage, pear;lavender, mint, cedar needles, rose;patchouli, cedar, moss;unknown;;aromatic;lavender;woody;fresh spicy;citrus;downloaded_images\2165_men_2021.jpg;o-boticario;ERRO;Moderate;Masculino;;;
2166;https://www.fragrantica.com/perfume/paco-rabanne/lady-million-lucky-48904.html;lady-million-lucky;paco-rabanne;Spain;women;36;724;20180.0;raspberry;hazelnut, rose, jasmine;honey, cashmere wood, sandalwood, cedar;unknown;;woody;sweet;fruity;honey;rose;downloaded_images\2166_lady_million_lucky.jpg;paco-rabanne;ERRO;Moderate;Feminino;;;
2233;https://www.fragrantica.com/perfume/thera-cosmeticos/lotus-56643.html;lotus;thera-cosmeticos;Brazil;men;36;45;20180.0;pineapple, bergamot, apple, orange blossom;patchouli, jasmine, sage, blue hyacinth;musk, amber, tonka bean;m�rio torri neto;;fruity;sweet;tropical;fresh;citrus;downloaded_images\2233_lotus.jpg;thera-cosmeticos;ERRO;Moderate;Masculino;;;
2290;https://www.fragrantica.com/perfume/lattafa-perfumes/yara-moi-80722.html;yara-moi;lattafa-perfumes;UAE;women;361;607;20220.0;jasmine, peach;caramel, amber;patchouli, sandalwood;unknown;;woody;patchouli;caramel;white floral;warm spicy;downloaded_images\2290_yara_moi.jpg;lattafa-perfumes;ERRO;Moderate;Feminino;;;
2295;https://www.fragrantica.com/perfume/natura/kaiak-vital-69432.html;kaiak-vital;natura;Brazil;women;361;135;20210.0;pitanga, pomelo, lemon, styrax;sea notes, peony, jasmine, rose;cedar, cashmeran, amber, coumarin, sandalwood;givaudan;ver�nica kato;marine;aromatic;citrus;woody;amber;downloaded_images\2295_kaiak_vital.jpg;natura;ERRO;Moderate;Feminino;;;
2296;https://www.fragrantica.com/perfume/o-boticario/capricho-day-19226.html;capricho-day;o-boticario;Brazil;women;361;303;;pear, apricot, mandarin orange, lime;lily-of-the-valley, freesia, orchid, iris;musk, amber, cedar, vetiver;unknown;;citrus;fruity;sweet;floral;white floral;downloaded_images\2296_capricho_day.jpg;o-boticario;ERRO;Moderate;Feminino;;;
2297;https://www.fragrantica.com/perfume/o-boticario/malbec-play-46538.html;malbec-play;o-boticario;Brazil;men;361;57;20170.0;black pepper, violet leaf, cardamom, lime, bergamot, green apple, mandarin orange;red wine, patchouli, cedar, lavender;oakmoss, amber, benzoin, musk;unknown;;fresh spicy;warm spicy;wine;citrus;woody;downloaded_images\2297_malbec_play.jpg;o-boticario;ERRO;Moderate;Masculino;;;
2400;https://www.fragrantica.com/perfume/armaf/legesi-femme-52266.html;legesi-femme;armaf;UAE;women;362;50;;peach, lemon, litchi, bergamot;cinnamon, apple, jasmine, lily-of-the-valley;cedar, sandalwood, musk;unknown;;woody;fruity;powdery;warm spicy;cinnamon;downloaded_images\2400_legesi_femme.jpg;armaf;ERRO;Moderate;Feminino;;;
2414;https://www.fragrantica.com/perfume/carolina-herrera/alegria-de-vivir-77692.html;alegria-de-vivir;carolina-herrera;USA;women;362;34;20220.0;litchi, mandarin orange;peony, rose, cedar;steam accord, rice;alexandra monet;;rose;floral;fresh;citrus;fruity;downloaded_images\2414_alegria_de_vivir.jpg;carolina-herrera;ERRO;Intimate;Feminino;;;
2443;https://www.fragrantica.com/perfume/natura/horus-verde-citro-26103.html;horus-verde-citro;natura;Brazil;men;362;29;20120.0;sicilian lemon, cardamom, watery notes, bergamot;vetiver, lavender, pepper, cedar;sandalowood, moss, amber, leather, musk;ver�nica kato;;citrus;aromatic;woody;fresh;earthy;downloaded_images\2443_horus_verde_citro.jpg;natura;ERRO;Moderate;Masculino;;;
2444;https://www.fragrantica.com/perfume/o-boticario/nativa-spa-violeta-senses-19231.html;nativa-spa-violeta-senses;o-boticario;Brazil;women;362;34;;red berries, cherry;rose, lily-of-the-valley, white flowers;sugar, sandalwood, amber;unknown;;sweet;fruity;white floral;fresh;rose;downloaded_images\2444_nativa_spa_violeta_senses.jpg;o-boticario;ERRO;Moderate;Feminino;;;
2445;https://www.fragrantica.com/perfume/o-boticario/uomini-moto-soul-50881.html;uomini-moto-soul;o-boticario;Brazil;men;362;125;20180.0;black pepper, cardamom, coriander, thyme;indonesian pepper, cinnamon leaf, patchouli, geranium;amber, tonka bean, vanilla, musk;unknown;;warm spicy;aromatic;fresh spicy;amber;vanilla;downloaded_images\2445_uomini_moto_soul.jpg;o-boticario;ERRO;Moderate;Masculino;;;
2446;https://www.fragrantica.com/perfume/paco-rabanne/lady-million-9045.html;lady-million;paco-rabanne;Spain;women;362;12921;20100.0;raspberry, neroli, amalfi lemon;jasmine, african orange flower, gardenia;white honey, patchouli, amber;unknown;;white floral;sweet;honey;citrus;fruity;downloaded_images\2446_lady_million.jpg;paco-rabanne;ERRO;Moderate;Feminino;;;
2460;https://www.fragrantica.com/perfume/yves-saint-laurent/libre-l-absolu-platine-83296.html;libre-l-absolu-platine;yves-saint-laurent;France;women;362;898;20230.0;aldehydes, bergamot, mandarin orange;lavender, blue lavender, orange blossom;vanilla, amber;unknown;;citrus;lavender;aldehydic;white floral;aromatic;downloaded_images\2460_libre_l_absolu_platine.jpg;yves-saint-laurent;ERRO;Strong;Feminino;;;
2475;https://www.fragrantica.com/perfume/granado/nostalgia-77489.html;nostalgia;granado;Brazil;unisex;362;160;20220.0;pink pepper, mandarin orange, bergamot;rose, lily, orange blossom;cashmeran, musk, amber;jasmine liu;;musky;powdery;white floral;amber;woody;downloaded_images\2475_nostalgia.jpg;granado;ERRO;Moderate;Unissex;;;
2533;https://www.fragrantica.com/perfume/nuancielo/fjord-71567.html;fjord;nuancielo;Brazil;men;362;53;20220.0;lavender, geranium, bergamot, mandarin orange;hedione, coriander, violet, jasmine;ambroxan, balsam fir, musk, woodsy notes;unknown;;aromatic;fresh spicy;musky;woody;amber;downloaded_images\2533_fjord.jpg;nuancielo;ERRO;Moderate;Masculino;;;
2585;https://www.fragrantica.com/perfume/bvlgari/omnia-pink-sapphire-48709.html;omnia-pink-sapphire;bvlgari;Italy;women;363;905;20180.0;pomelo, pink grapefruit, pink pepper;frangipani, tiare flower, peach, rose;musk, violet, vanilla, woody notes, sandalwood, orris root;alberto morillas;;citrus;floral;powdery;musky;sweet;downloaded_images\2585_omnia_pink_sapphire.jpg;bvlgari;ERRO;Moderate;Feminino;;;
