id;url;Perfume;Brand;Country;Gender;RatingValue;RatingCount;releaseYear;PerfumeTop;PerfumeMiddle;PerfumeBase;Perfumer1;Perfumer2;MainAccord1;MainAccord2;MainAccord3;MainAccord4;MainAccord5;caminho_imagem_local;Perfumes-seletos;Longevidade;Sillage;Genero;Genero_Voto;Preco_Voto;Imagem_URL
3785;https://www.fragrantica.com/perfume/dior/dior-me-dior-me-not-1380.html;dior-me-dior-me-not;dior;France;women;37;271;20040.0;water notes, sweet pea;peony, freesia, violet;cherry, musk;unknown;;floral;fresh;aquatic;sweet;powdery;downloaded_images\3785_dior_me_dior_me_not.jpg;dior;ERRO;Moderate;Feminino;;;
3786;https://www.fragrantica.com/perfume/dior/miss-dior-eau-fraiche-14152.html;miss-dior-eau-fraiche;dior;France;women;37;1253;20120.0;citruses, bergamot, galbanum;jasmine, gardenia;patchouli;fran�ois demachy;;citrus;white floral;patchouli;woody;green;downloaded_images\3786_miss_dior_eau_fraiche.jpg;dior;ERRO;Moderate;Feminino;;;
3796;https://www.fragrantica.com/perfume/giorgio-armani/si-passione-eclat-de-parfum-71535.html;si-passione-eclat-de-parfum;giorgio-armani;Italy;women;37;843;20220.0;black currant, calabrian bergamot;may rose, damask rose;white musk, madagascar vanilla;julie mass�;;fruity;rose;musky;floral;citrus;downloaded_images\3796_si_passione_eclat_de_parfum.jpg;giorgio-armani;ERRO;Moderate;Feminino;;;
3797;https://www.fragrantica.com/perfume/giorgio-armani/si-white-28129.html;si-white;giorgio-armani;Italy;women;37;135;20140.0;blackcurrant syrup;rose, freesia;vanilla, ambroxan, patchouli, woodsy notes;unknown;;fruity;vanilla;floral;woody;rose;downloaded_images\3797_si_white.jpg;giorgio-armani;ERRO;Strong;Feminino;;;
3812;https://www.fragrantica.com/perfume/o-boticario/celebre-agora-83037.html;celebre-agora;o-boticario;Brazil;men;37;91;20230.0;marine notes, bergamot, apple, cardamom, nutmeg, pineapple;lavender, geranium, violet;amber, musk, coumarin, patchouli;fanny grau;isaac sinclair;aromatic;fresh spicy;marine;warm spicy;citrus;downloaded_images\3812_celebre_agora.jpg;o-boticario;ERRO;Moderate;Masculino;;;
3901;https://www.fragrantica.com/perfume/nuancielo/efrate-71568.html;efrate;nuancielo;Brazil;unisex;37;63;20190.0;spicy notes, tobacco leaf;vanilla, cacao, tobacco blossom, tonka bean;dried fruits, woodsy notes;unknown;;sweet;vanilla;warm spicy;tobacco;fruity;downloaded_images\3901_efrate.jpg;nuancielo;ERRO;Strong;Unissex;;;
3971;https://www.fragrantica.com/perfume/carolina-herrera/bad-boy-le-parfum-65718.html;bad-boy-le-parfum;carolina-herrera;USA;men;371;1968;20210.0;cannabis, grapefruit;black pepper, geranium;leather, vetiver;unknown;;aromatic;fresh spicy;cannabis;citrus;leather;downloaded_images\3971_bad_boy_le_parfum.jpg;carolina-herrera;ERRO;Moderate;Masculino;;;
3978;https://www.fragrantica.com/perfume/giorgio-armani/sky-di-gioia-43587.html;sky-di-gioia;giorgio-armani;Italy;women;371;982;20160.0;litchi, pear;pink peony, rose;blackberry, white musk, cedar;unknown;;fruity;fresh;rose;floral;tropical;downloaded_images\3978_sky_di_gioia.jpg;giorgio-armani;ERRO;Moderate;Feminino;;;
3979;https://www.fragrantica.com/perfume/giorgio-armani/emporio-armani-diamonds-summer-fraiche-for-women-15927.html;emporio-armani-diamonds-summer-fraiche-for-women;giorgio-armani;Italy;women;371;31;20120.0;watery notes, green apple;peony;amber;unknown;;fresh;aquatic;floral;fruity;amber;downloaded_images\3979_emporio_armani_diamonds_summer_fraiche_f.jpg;giorgio-armani;ERRO;Moderate;Feminino;;;
3983;https://www.fragrantica.com/perfume/jean-paul-gaultier/classique-l-eau-d-ete-6019.html;classique-l-eau-d-ete;jean-paul-gaultier;France;women;371;58;19970.0;rose;jasmine;vanilla;unknown;;rose;vanilla;white floral;floral;powdery;downloaded_images\3983_classique_l_eau_d_ete.jpg;jean-paul-gaultier;ERRO;Moderate;Feminino;;;
3999;https://www.fragrantica.com/perfume/maison-alhambra/jorge-di-profondo-93815.html;jorge-di-profondo;maison-alhambra;UAE;men;371;41;20220.0;green mandarin, sea notes, aquozone, bergamot;rosemary, lavender, cypress, mastic or lentisque;mineral notes, musk, amber, patchouli;unknown;;aromatic;marine;citrus;fresh spicy;fresh;downloaded_images\3999_jorge_di_profondo.jpg;maison-alhambra;ERRO;Moderate;Masculino;;;
4005;https://www.fragrantica.com/perfume/o-boticario/linda-inspiracao-33549.html;linda-inspiracao;o-boticario;Brazil;women;371;28;20130.0;magnolia, pepper, bergamot, grapefruit;peony, freesia, violet, tuberose;patchouli, cashmeran, vanilla, tonka bean;unknown;;floral;citrus;fresh spicy;fresh;;downloaded_images\4005_linda_inspiracao.jpg;o-boticario;ERRO;Moderate;Feminino;;;
4120;https://www.fragrantica.com/perfume/thera-cosmeticos/dakar-56534.html;dakar;thera-cosmeticos;Brazil;men;371;38;20180.0;spicy notes, tobacco leaf;vanilla, tonka bean, tobacco blossom, cacao;woody notes, dried fruits;m�rio torri neto;;tobacco;warm spicy;sweet;vanilla;woody;downloaded_images\4120_dakar.jpg;thera-cosmeticos;ERRO;Strong;Masculino;;;
4188;https://www.fragrantica.com/perfume/al-haramain-perfumes/belle-53246.html;belle;al-haramain-perfumes;UAE;women;372;81;;black currant blossom, mandarin orange, grapefruit;melon, apricot;sweet notes, musk, sandalwood;unknown;;sweet;fruity;ozonic;citrus;aquatic;downloaded_images\4188_belle.jpg;al-haramain-perfumes;ERRO;Moderate;Feminino;;;
4236;https://www.fragrantica.com/perfume/jean-paul-gaultier/ma-dame-it-11757.html;ma-dame-it;jean-paul-gaultier;France;women;372;43;20110.0;orange;rose, grenadine;virginia cedar, musk;francis kurkdjian;;rose;citrus;woody;musky;sweet;downloaded_images\4236_ma_dame_it.jpg;jean-paul-gaultier;ERRO;Intimate;Feminino;;;
4248;https://www.fragrantica.com/perfume/maison-alhambra/blue-de-chance-92619.html;blue-de-chance;maison-alhambra;UAE;men;372;54;20220.0;grapefruit, lemon, mint, pink pepper;ginger, nutmeg, jasmine;incense, sandalwood, white musk, cedar, vetiver, patchouli, labdanum;unknown;;citrus;woody;aromatic;warm spicy;fresh spicy;downloaded_images\4248_blue_de_chance.jpg;maison-alhambra;ERRO;Moderate;Masculino;;;
4254;https://www.fragrantica.com/perfume/natura/luna-rubi-56763.html;luna-rubi;natura;Brazil;women;372;331;20190.0;pink pepper, almond, floral notes;spices, cinammon, rose petals, ishpink, ocotea quixos;indian spices, woodsy notes, priprioca;alienor massenet;ver�nica kato;warm spicy;woody;cinnamon;soft spicy;rose;downloaded_images\4254_luna_rubi.jpg;natura;ERRO;Strong;Feminino;;;
4255;https://www.fragrantica.com/perfume/paco-rabanne/black-xs-los-angeles-for-her-35253.html;black-xs-los-angeles-for-her;paco-rabanne;Spain;women;372;118;20160.0;bitter orange, cranberry, coconut, tamarind, lemon;rum, orchid, hellebore flower, peach, jasmine, magnolia;vanilla, caramel, amber, woody notes, white musk, patchouli;emilie bevierre-coppermann;;citrus;sweet;floral;vanilla;powdery;downloaded_images\4255_black_xs_los_angeles_for_her.jpg;paco-rabanne;ERRO;Intimate;Feminino;;;
4274;https://www.fragrantica.com/perfume/yves-saint-laurent/parisienne-eau-de-toilette-8514.html;parisienne-eau-de-toilette;yves-saint-laurent;France;women;372;472;20100.0;rose, aldehydes;violet leaf, lily-of-the-valley;iris, suede, musk;sophia grojsman;sophie labb�;rose;ozonic;fresh;powdery;musky;downloaded_images\4274_parisienne_eau_de_toilette.jpg;yves-saint-laurent;ERRO;Moderate;Feminino;;;
4347;https://www.fragrantica.com/perfume/nuancielo/white-rose-60543.html;white-rose;nuancielo;Brazil;women;372;85;20180.0;orange peel;magnolia, narcissus, italian jasmine, iris, bulgarian rose;sandalowood, ambergris, vanilla;unknown;;floral;citrus;woody;powdery;white floral;downloaded_images\4347_white_rose.jpg;nuancielo;ERRO;Moderate;Feminino;;;
4403;https://www.fragrantica.com/perfume/al-haramain-perfumes/al-haramain-oudh-patchouli-55793.html;al-haramain-oudh-patchouli;al-haramain-perfumes;UAE;unisex;372;58;20190.0;smoke, woodsy notes, animal notes;agarwood (oud), patchouli, cedar;black musk, amber, vanilla;unknown;;woody;musky;smoky;oud;powdery;downloaded_images\4403_al_haramain_oudh_patchouli.jpg;al-haramain-perfumes;ERRO;Enormous;Unissex;;;
4421;https://www.fragrantica.com/perfume/bvlgari/bvlgari-man-glacial-essence-62569.html;bvlgari-man-glacial-essence;bvlgari;Italy;men;373;980;20200.0;juniper berries, ginger, geranium;sandalwood, orris root, artemisia;clearwood, musk, cedar;alberto morillas;;woody;aromatic;fresh spicy;powdery;musky;downloaded_images\4421_bvlgari_man_glacial_essence.jpg;bvlgari;ERRO;Moderate;Masculino;;;
4430;https://www.fragrantica.com/perfume/carolina-herrera/good-girl-dazzling-garden-84049.html;good-girl-dazzling-garden;carolina-herrera;USA;women;373;111;20230.0;almond;tuberose, jasmine sambac;cacao, tonka bean;unknown;;white floral;cacao;tuberose;almond;warm spicy;downloaded_images\4430_good_girl_dazzling_garden.jpg;carolina-herrera;ERRO;Moderate;Feminino;;;
4434;https://www.fragrantica.com/perfume/dior/cruise-collection-escale-a-parati-14833.html;cruise-collection-escale-a-parati;dior;France;unisex;373;527;20120.0;petitgrain, lemon, bitter orange;mint, palisander rosewood, cinnamon, red berries;woodsy notes, tonka bean;fran�ois demachy;;citrus;aromatic;woody;green;fresh spicy;downloaded_images\4434_cruise_collection_escale_a_parati.jpg;dior;ERRO;Moderate;Unissex;;;
4439;https://www.fragrantica.com/perfume/giorgio-armani/acqua-di-gioia-jasmine-30621.html;acqua-di-gioia-jasmine;giorgio-armani;Italy;women;373;343;20150.0;green apple, violet leaf, lemon, galbanum;water jasmine, jasmine;brown sugar, musk, cedar;unknown;;white floral;green;fruity;fresh;ozonic;downloaded_images\4439_acqua_di_gioia_jasmine.jpg;giorgio-armani;ERRO;Moderate;Feminino;;;
4440;https://www.fragrantica.com/perfume/giorgio-armani/emporio-remix-for-him-915.html;emporio-remix-for-him;giorgio-armani;Italy;men;373;193;20060.0;star anise, bergamot, basil;cardamom, nutmeg, lily-of-the-valley;vetiver, licorice, cloves, white musk;unknown;;soft spicy;aromatic;fresh spicy;warm spicy;anis;downloaded_images\4440_emporio_remix_for_him.jpg;giorgio-armani;ERRO;Moderate;Masculino;;;
4441;https://www.fragrantica.com/perfume/giorgio-armani/emporio-armani-in-love-with-you-52801.html;emporio-armani-in-love-with-you;giorgio-armani;Italy;women;373;1172;20190.0;raspberry, black currant, sour cherry;rose, jasmine, wormwood;patchouli;unknown;;fruity;sweet;patchouli;woody;rose;downloaded_images\4441_emporio_armani_in_love_with_you.jpg;giorgio-armani;ERRO;Strong;Feminino;;;
4451;https://www.fragrantica.com/perfume/lattafa-perfumes/sheikh-al-shuyukh-25808.html;sheikh-al-shuyukh;lattafa-perfumes;UAE;unisex;373;156;;agarwood (oud), cedar;sage, lavender, rosemary;patchouli, vetiver;unknown;;aromatic;woody;fresh spicy;herbal;oud;downloaded_images\4451_sheikh_al_shuyukh.jpg;lattafa-perfumes;ERRO;Strong;Unissex;;;
4465;https://www.fragrantica.com/perfume/o-boticario/214-african-sunrise-93618.html;214-african-sunrise;o-boticario;Brazil;men;373;48;20240.0;bergamot, juniper berries, elemi;rosemary, myrtle, geranium, sage;suede, patchouli, sandalwood;unknown;;aromatic;fresh spicy;woody;citrus;herbal;downloaded_images\4465_214_african_sunrise.jpg;o-boticario;ERRO;Moderate;Masculino;;;
4466;https://www.fragrantica.com/perfume/o-boticario/connexion-7350.html;connexion;o-boticario;Brazil;men;373;391;19880.0;bergamot, tangerine;spices, amber, geranium, tarragon, caraway;patchouli, oakmoss;antonio amador;olivier paget;patchouli;earthy;warm spicy;woody;mossy;downloaded_images\4466_connexion.jpg;o-boticario;ERRO;Moderate;Masculino;;;
4467;https://www.fragrantica.com/perfume/o-boticario/linda-fashion-19004.html;linda-fashion;o-boticario;Brazil;women;373;66;20120.0;fruits, green notes, mandarin orange, pink pepper, bergamot;tropical fruits, ylang-ylang, jasmine, red berries, violet, rose, lily-of-the-valley, lily, black pepper;amber, sandalwood, vetiver, vanilla, musk;unknown;;fruity;sweet;woody;green;white floral;downloaded_images\4467_linda_fashion.jpg;o-boticario;ERRO;Moderate;Feminino;;;
4468;https://www.fragrantica.com/perfume/paco-rabanne/invictus-18471.html;invictus;paco-rabanne;Spain;men;373;10726;20130.0;sea notes, grapefruit, mandarin orange;bay leaf, jasmine;ambergris, guaiac wood, oakmoss, patchouli;unknown;;citrus;marine;aromatic;fresh spicy;woody;downloaded_images\4468_invictus.jpg;paco-rabanne;ERRO;Moderate;Masculino;;;
4469;https://www.fragrantica.com/perfume/paco-rabanne/1-million-3747.html;1-million;paco-rabanne;Spain;men;373;19107;20080.0;blood mandarin, grapefruit, mint;cinnamon, spicy notes, rose;amber, leather, woody notes, indian patchouli;unknown;;warm spicy;cinnamon;citrus;amber;woody;downloaded_images\4469_1_million.jpg;paco-rabanne;ERRO;Moderate;Masculino;;;
4470;https://www.fragrantica.com/perfume/prada/infusion-de-vanille-74476.html;infusion-de-vanille;prada;Italy;unisex;373;281;20220.0;vanilla, bergamot, smoke;angelica, neroli;vanilla;unknown;;vanilla;citrus;powdery;musky;amber;downloaded_images\4470_infusion_de_vanille.jpg;prada;ERRO;Moderate;Unissex;;;
4548;https://www.fragrantica.com/perfume/in-the-box/sucre-juteux-71644.html;sucre-juteux;in-the-box;Brazil;women;373;33;;black currant, iris, raspberry, tangerine, orange;patchouli, orange blossom, benzoin, rose, caramel;white musk, amberwood, cedar, tonka bean, vanila;unknown;;woody;fruity;amber;sweet;citrus;downloaded_images\4548_sucre_juteux.jpg;in-the-box;ERRO;Strong;Feminino;;;
4570;https://www.fragrantica.com/perfume/thera-cosmeticos/liber-56640.html;liber;thera-cosmeticos;Brazil;men;373;83;20180.0;aldehydes, bergamot, sicilian lemon, ginger, mint;pineapple, apple, geranium, sage, violet leaves;incense, cedar, musk, vetiver, ambergris, balsam fir;m�rio torri neto;;aromatic;fresh;citrus;fruity;woody;downloaded_images\4570_liber.jpg;thera-cosmeticos;ERRO;Moderate;Masculino;;;
4614;https://www.fragrantica.com/perfume/al-haramain-perfumes/dazzle-43299.html;dazzle;al-haramain-perfumes;UAE;women;373;51;;black currant, bergamot;rose, artemisia;patchouli;unknown;;fruity;rose;woody;patchouli;aromatic;downloaded_images\4614_dazzle.jpg;al-haramain-perfumes;ERRO;Enormous;Feminino;;;
4616;https://www.fragrantica.com/perfume/armaf/bucephalus-ix-64462.html;bucephalus-ix;armaf;UAE;unisex;374;35;;mandarin orange, bergamot, grapefruit;black pepper, watery notes, violet leaf;patchouli, tonka bean, musk;unknown;;citrus;patchouli;fresh spicy;warm spicy;woody;downloaded_images\4616_bucephalus_ix.jpg;armaf;ERRO;Moderate;Unissex;;;
4617;https://www.fragrantica.com/perfume/armaf/de-la-marque-brune-27688.html;de-la-marque-brune;armaf;UAE;men;374;103;;lemon, sea notes, black pepper, plum;lavender, cinnamon, thyme, iris, clary sage;white musk, vanilla, sandalwood, cedar, patchouli;unknown;;aromatic;warm spicy;woody;fresh spicy;powdery;downloaded_images\4617_de_la_marque_brune.jpg;armaf;ERRO;Moderate;Masculino;;;
4618;https://www.fragrantica.com/perfume/armaf/italiano-uomo-27698.html;italiano-uomo;armaf;UAE;men;374;86;;violet, basil, bergamot;licorice, pepper, lavender, sage;labdanum, amber, musk, patchouli;unknown;;fresh spicy;aromatic;powdery;soft spicy;amber;downloaded_images\4618_italiano_uomo.jpg;armaf;ERRO;Strong;Masculino;;;
4619;https://www.fragrantica.com/perfume/armaf/just-for-you-pour-femme-50335.html;just-for-you-pour-femme;armaf;UAE;women;374;38;;orange blossom, bergamot;musk, osmanthus, orange;amber, vanilla, patchouli;unknown;;citrus;white floral;floral;musky;powdery;downloaded_images\4619_just_for_you_pour_femme.jpg;armaf;ERRO;Enormous;Feminino;;;
4626;https://www.fragrantica.com/perfume/bvlgari/coralia-56215.html;coralia;bvlgari;Italy;women;374;38;20190.0;pink pepper, mandarin orange;osmanthus, leather, orris;ambergris, musk;sophie labb�;;floral;animalic;soft spicy;fruity;leather;downloaded_images\4626_coralia.jpg;bvlgari;ERRO;Strong;Feminino;;;
4641;https://www.fragrantica.com/perfume/dior/j-adore-eau-de-toilette-2002-5.html;j-adore-eau-de-toilette-2002;dior;France;women;374;372;20020.0;plum, neroli, mandarin orange, bergamot, lemon, nutmeg;jasmine, lily-of-the-valley, violet, orchid, rose, magnolia;plum, musk, vanilla;unknown;;white floral;citrus;floral;powdery;fresh;downloaded_images\4641_j_adore_eau_de_toilette_2002.jpg;dior;ERRO;Moderate;Feminino;;;
4642;https://www.fragrantica.com/perfume/dior/eden-roc-66856.html;eden-roc;dior;France;unisex;374;621;20210.0;sea salt, mineral notes, citruses;jasmine, mastic or lentisque, coconut;pine tree, labdanum;fran�ois demachy;;mineral;salty;citrus;white floral;woody;downloaded_images\4642_eden_roc.jpg;dior;ERRO;Moderate;Unissex;;;
4654;https://www.fragrantica.com/perfume/giorgio-armani/armani-code-ice-24601.html;armani-code-ice;giorgio-armani;Italy;men;374;503;20140.0;mint, ginger, lemon;lavender, geranium, sage;woody notes, guaiac wood, tonka bean;alberto morillas;firmenich;aromatic;fresh spicy;green;warm spicy;citrus;downloaded_images\4654_armani_code_ice.jpg;giorgio-armani;ERRO;Moderate;Masculino;;;
4670;https://www.fragrantica.com/perfume/lattafa-perfumes/khashabi-71869.html;khashabi;lattafa-perfumes;UAE;unisex;374;98;20200.0;lemon, bergamot;jasmine, white flowers, rose;woodsy notes, musk;unknown;;woody;citrus;white floral;musky;aromatic;downloaded_images\4670_khashabi.jpg;lattafa-perfumes;ERRO;Moderate;Unissex;;;
4677;https://www.fragrantica.com/perfume/natura/humor-secreto-31805.html;humor-secreto;natura;Brazil;women;374;42;20150.0;cherry, raspberry, strawberry;heliotrope, jasmine, lily-of-the-valley;amber, vanilla, sandalwood;magali lara;;sweet;fruity;cherry;powdery;vanilla;downloaded_images\4677_humor_secreto.jpg;natura;ERRO;Moderate;Feminino;;;
4678;https://www.fragrantica.com/perfume/natura/sintonia-impacto-57189.html;sintonia-impacto;natura;Brazil;men;374;38;20190.0;rhubarb, cardamom, green apple, lavender, oily notes;geranium, black pepper, virginian cedar, cashmeran, magnolia, rose;amber, moss, vanilla, haitian vetiver, musk, akigalawood;ver�nica kato;;fresh spicy;woody;aromatic;warm spicy;amber;downloaded_images\4678_sintonia_impacto.jpg;natura;ERRO;Moderate;Masculino;;;
4681;https://www.fragrantica.com/perfume/o-boticario/arbo-puro-89706.html;arbo-puro;o-boticario;Brazil;men;374;82;20240.0;melon, black pepper, bergamot, rangpur, grapefruit, cardamom;bamboo, green tea, lavender, geranium, mint, lily of the valley, violet;cedar, musk, patchouli, amber, cashmeran, coumarin;unknown;;woody;fresh spicy;citrus;aromatic;ozonic;downloaded_images\4681_arbo_puro.jpg;o-boticario;ERRO;Moderate;Masculino;;;
4682;https://www.fragrantica.com/perfume/o-boticario/floratta-in-rose-belle-12640.html;floratta-in-rose-belle;o-boticario;Brazil;women;374;34;20110.0;litchi, rose;taif rose, night blooming cereus, pepper, violet;musk, iris, vanille, sandalwood, virginia cedar;harry fremont;;rose;powdery;white floral;fresh spicy;fruity;downloaded_images\4682_floratta_in_rose_belle.jpg;o-boticario;ERRO;Moderate;Feminino;;;
4683;https://www.fragrantica.com/perfume/paco-rabanne/olympea-flora-78601.html;olympea-flora;paco-rabanne;Spain;women;374;478;20230.0;black currant, sorbet, pink pepper;rose, peony;vanilla, patchouli, cashmere wood, salt;unknown;;rose;fruity;floral;woody;soft spicy;downloaded_images\4683_olympea_flora.jpg;paco-rabanne;ERRO;Moderate;Feminino;;;
4684;https://www.fragrantica.com/perfume/paco-rabanne/lady-million-prive-37699.html;lady-million-prive;paco-rabanne;Spain;women;374;1242;20160.0;woody notes, orange blossom;vanilla, raspberry, heliotrope;cacao, honey, patchouli;anne flipo;;sweet;woody;warm spicy;cacao;honey;downloaded_images\4684_lady_million_prive.jpg;paco-rabanne;ERRO;Moderate;Feminino;;;
4685;https://www.fragrantica.com/perfume/paco-rabanne/strong-me-55189.html;strong-me;paco-rabanne;Spain;unisex;374;172;20190.0;plum, liquor;metallic notes, davana;vanilla, amberwood;fabrice pellegrin;;vanilla;fruity;sweet;amber;alcohol;downloaded_images\4685_strong_me.jpg;paco-rabanne;ERRO;Moderate;Unissex;;;
4686;https://www.fragrantica.com/perfume/prada/infusion-d-ylang-74475.html;infusion-d-ylang;prada;Italy;unisex;374;178;20220.0;bergamot, cardamom;ylang-ylang;sandalwood;unknown;;yellow floral;woody;citrus;sweet;warm spicy;downloaded_images\4686_infusion_d_ylang.jpg;prada;ERRO;Moderate;Unissex;;;
4701;https://www.fragrantica.com/perfume/yves-saint-laurent/mon-paris-lumiere-72606.html;mon-paris-lumiere;yves-saint-laurent;France;women;374;130;20220.0;lotus, lemon;turkish rose, jasmine, datura;white musk, patchouli;dora baghriche;olivier cresp;white floral;floral;rose;musky;citrus;downloaded_images\4701_mon_paris_lumiere.jpg;yves-saint-laurent;ERRO;Moderate;Feminino;;;
4772;https://www.fragrantica.com/perfume/in-the-box/omnia-iv-56476.html;omnia-iv;in-the-box;Brazil;unisex;374;98;20190.0;pepper, nutmeg, bergamot, elemi, cardamom, grapefruit;violet leaf, whiskey, lavender;cedar, vetiver, sandalwood, ambergris, patchouli, musk;unknown;;woody;fresh spicy;aromatic;warm spicy;ozonic;downloaded_images\4772_omnia_iv.jpg;in-the-box;ERRO;Moderate;Unissex;;;
4887;https://www.fragrantica.com/perfume/bvlgari/jasmin-noir-eau-de-toilette-6105.html;jasmin-noir-eau-de-toilette;bvlgari;Italy;women;375;412;20090.0;gardenia, lotus, green notes;jasmine sambac, african orange flower;almond, white musk, precious woods, tonka bean, licorice;carlos benaim;sophie labb�;white floral;almond;floral;musky;sweet;downloaded_images\4887_jasmin_noir_eau_de_toilette.jpg;bvlgari;ERRO;Strong;Feminino;;;
4888;https://www.fragrantica.com/perfume/bvlgari/dolce-estasi-64740.html;dolce-estasi;bvlgari;Italy;women;375;97;20210.0;citruses;heliotrope;musk;jacques cavallier;;powdery;musky;vanilla;citrus;almond;downloaded_images\4888_dolce_estasi.jpg;bvlgari;ERRO;Moderate;Feminino;;;
4899;https://www.fragrantica.com/perfume/dior/miss-dior-rose-n-roses-58562.html;miss-dior-rose-n-roses;dior;France;women;375;2901;20200.0;geranium, bergamot, italian mandarin;grasse rose, damask rose;white musk;fran�ois demachy;;rose;musky;fresh spicy;citrus;aromatic;downloaded_images\4899_miss_dior_rose_n_roses.jpg;dior;ERRO;Moderate;Feminino;;;
4905;https://www.fragrantica.com/perfume/giorgio-armani/armani-prive-charm-45083.html;armani-prive-charm;giorgio-armani;Italy;women;375;36;20170.0;iris, floral notes, calabrian bergamot;green tea, guaiac wood, incense;white musk, patchouli, vanilla;alberto morillas;;woody;powdery;floral;iris;musky;downloaded_images\4905_armani_prive_charm.jpg;giorgio-armani;ERRO;Enormous;Feminino;;;
4906;https://www.fragrantica.com/perfume/giorgio-armani/emporio-armani-diamonds-1292.html;emporio-armani-diamonds;giorgio-armani;Italy;women;375;3322;20070.0;litchi, raspberry;rose, patchouli, freesia, cedar, lily-of-the-valley;vanilla, amber, vetiver;thierry wasser;;fruity;woody;sweet;rose;vanilla;downloaded_images\4906_emporio_armani_diamonds.jpg;giorgio-armani;ERRO;Moderate;Feminino;;;
4907;https://www.fragrantica.com/perfume/giorgio-armani/my-way-62036.html;my-way;giorgio-armani;Italy;women;375;9248;20200.0;orange blossom, bergamot;tuberose, indian jasmine;madagascar vanilla, white musk, virginian cedar;bruno jovanovic;carlos benaim;white floral;tuberose;citrus;animalic;vanilla;downloaded_images\4907_my_way.jpg;giorgio-armani;ERRO;Intimate;Feminino;;;
4930;https://www.fragrantica.com/perfume/lattafa-perfumes/ana-abiyedh-leather-82062.html;ana-abiyedh-leather;lattafa-perfumes;UAE;unisex;375;251;20170.0;juniper berries, cardamom, pink pepper, raspberry;iris, ginger, rose;leather, white musk, amber;unknown;;leather;aromatic;animalic;warm spicy;fresh spicy;downloaded_images\4930_ana_abiyedh_leather.jpg;lattafa-perfumes;ERRO;Moderate;Unissex;;;
4943;https://www.fragrantica.com/perfume/natura/fields-to-south-campos-au-sul-26044.html;fields-to-south-campos-au-sul;natura;Brazil;men;375;36;20110.0;green leaves, lemon, bergamot, grapefruit;black pepper, cinnamon, basil, geranium;cedar, vetiver, amber, guaiac wood, musk;unknown;;fresh spicy;green;citrus;aromatic;woody;downloaded_images\4943_fields_to_south_campos_au_sul.jpg;natura;ERRO;Moderate;Masculino;;;
4945;https://www.fragrantica.com/perfume/o-boticario/crazy-choices-59128.html;crazy-choices;o-boticario;Brazil;women;375;473;20200.0;grapefruit, tangerine;orange blossom, jasmine, rose, lily-of-the-valley;patchouli, vanilla, amber, guaiac wood, musk;unknown;;patchouli;woody;white floral;vanilla;warm spicy;downloaded_images\4945_crazy_choices.jpg;o-boticario;ERRO;Strong;Feminino;;;
4946;https://www.fragrantica.com/perfume/paco-rabanne/ultraviolet-aquatic-plastic-2730.html;ultraviolet-aquatic-plastic;paco-rabanne;Spain;women;375;51;20020.0;pimento, orange blossom;osmanthus, peony;raspberry, musk, blackberry;jacques cavallier;;fruity;floral;sweet;fresh;warm spicy;downloaded_images\4946_ultraviolet_aquatic_plastic.jpg;paco-rabanne;ERRO;Moderate;Feminino;;;
5108;https://www.fragrantica.com/perfume/al-haramain-perfumes/noora-eau-de-parfum-53252.html;noora-eau-de-parfum;al-haramain-perfumes;UAE;women;376;29;;jasmine, orange, ylang-ylang, bergamot, green notes, rose;jasmine, woodsy notes, fruity notes;sweet notes, musk, sandalwood;unknown;;sweet;woody;citrus;white floral;fruity;downloaded_images\5108_noora_eau_de_parfum.jpg;al-haramain-perfumes;ERRO;Strong;Feminino;;;
5109;https://www.fragrantica.com/perfume/armaf/edition-one-men-27694.html;edition-one-men;armaf;UAE;men;376;67;;bergamot, citruses;sage, lavender;cedar, sandalwood;unknown;;aromatic;citrus;woody;herbal;lavender;downloaded_images\5109_edition_one_men.jpg;armaf;ERRO;Moderate;Masculino;;;
5125;https://www.fragrantica.com/perfume/bvlgari/rubinia-49147.html;rubinia;bvlgari;Italy;women;376;185;20180.0;sicilian mandarin;copaiba balm, sandalwood, orange blossom, jasmine;vanilla, tonka bean, violet, saffron, agarwood (oud);alberto morillas;;vanilla;warm spicy;balsamic;woody;powdery;downloaded_images\5125_rubinia.jpg;bvlgari;ERRO;Strong;Feminino;;;
5134;https://www.fragrantica.com/perfume/carolina-herrera/vetiver-paradise-45728.html;vetiver-paradise;carolina-herrera;USA;unisex;376;55;20170.0;bergamot, grapefruit, pink pepper;neroli, nutmeg, cardamom;vetiver, woody notes;unknown;;citrus;aromatic;woody;fresh spicy;earthy;downloaded_images\5134_vetiver_paradise.jpg;carolina-herrera;ERRO;Moderate;Unissex;;;
5139;https://www.fragrantica.com/perfume/dior/eau-de-dior-coloressence-relaxing-1387.html;eau-de-dior-coloressence-relaxing;dior;France;women;376;123;20000.0;fig tree, lemon tree, bergamot;violet, heliotrope, rose;sandalwood, cedar, tonka bean, vanilla, white musk;domitille michalon bertier;;woody;powdery;vanilla;violet;citrus;downloaded_images\5139_eau_de_dior_coloressence_relaxing.jpg;dior;ERRO;Moderate;Feminino;;;
