id;url;Perfume;Brand;Country;Gender;RatingValue;RatingCount;releaseYear;PerfumeTop;PerfumeMiddle;PerfumeBase;Perfumer1;Perfumer2;MainAccord1;MainAccord2;MainAccord3;MainAccord4;MainAccord5;caminho_imagem_local;Perfumes-seletos
9405;https://www.fragrantica.com/perfume/bvlgari/omnia-paraiba-32093.html;omnia-paraiba;bvlgari;Italy;women;39;2158;20150.0;passionfruit, bitter orange;passion flower, gardenia;cacao pod, vetiver;alberto morillas;;fruity;tropical;sweet;citrus;fresh;downloaded_images\9405_omnia_paraiba.jpg;bvlgari
9409;https://www.fragrantica.com/perfume/carolina-herrera/212-on-ice-2009-5740.html;212-on-ice-2009;carolina-herrera;USA;women;39;105;20090.0;bergamot, mandarin orange, orange blossom;peony, lily, gardenia, iris;sandalwood, musk;unknown;;citrus;white floral;powdery;floral;woody;downloaded_images\9409_212_on_ice_2009.jpg;carolina-herrera
9410;https://www.fragrantica.com/perfume/carolina-herrera/212-vip-pills-38887.html;212-vip-pills;carolina-herrera;USA;women;39;29;20160.0;rum, passionfruit;musk, gardenia;tonka bean, vanilla;alberto morillas;;vanilla;musky;white floral;sweet;amber;downloaded_images\9410_212_vip_pills.jpg;carolina-herrera
9423;https://www.fragrantica.com/perfume/dior/chris-1947-1383.html;chris-1947;dior;France;women;39;288;20030.0;cranberry;sweet pea, violet, cactus, lily-of-the-valley, freesia;musk;unknown;;floral;powdery;musky;green;fruity;downloaded_images\9423_chris_1947.jpg;dior
9424;https://www.fragrantica.com/perfume/dior/j-adore-anniversaire-en-or-4497.html;j-adore-anniversaire-en-or;dior;France;women;39;30;20040.0;petitgrain, ivy;violet, orchid, rose;black currant, damask plum, tangerine, musk;unknown;;fruity;green;citrus;floral;powdery;downloaded_images\9424_j_adore_anniversaire_en_or.jpg;dior
9425;https://www.fragrantica.com/perfume/dior/miss-dior-rose-essence-73762.html;miss-dior-rose-essence;dior;France;women;39;86;20220.0;geranium, green notes;grasse rose;guaiac wood, vetiver, musk, patchouli;fran�ois demachy;;woody;rose;aromatic;musky;earthy;downloaded_images\9425_miss_dior_rose_essence.jpg;dior
9431;https://www.fragrantica.com/perfume/giorgio-armani/acqua-di-gioia-8442.html;acqua-di-gioia;giorgio-armani;Italy;women;39;14643;20100.0;amalfi lemon, mint;water jasmine;virginia cedar, brown sugar, french labdanum;unknown;;aromatic;citrus;green;white floral;fresh spicy;downloaded_images\9431_acqua_di_gioia.jpg;giorgio-armani
9432;https://www.fragrantica.com/perfume/giorgio-armani/pivoine-suzhou-soie-de-nacre-41617.html;pivoine-suzhou-soie-de-nacre;giorgio-armani;Italy;women;39;235;20160.0;raspberry, pink pepper, mandarin orange;peony, may rose, rose;musk, amber, patchouli;unknown;;rose;floral;fresh;fruity;sweet;downloaded_images\9432_pivoine_suzhou_soie_de_nacre.jpg;giorgio-armani
9433;https://www.fragrantica.com/perfume/giorgio-armani/rose-d-artiste-50389.html;rose-d-artiste;giorgio-armani;Italy;women;39;40;20180.0;orange blossom, bergamot;iris, violet, incense;ambroxan, myrhh;marie salamagne;;amber;violet;powdery;iris;citrus;downloaded_images\9433_rose_d_artiste.jpg;giorgio-armani
9434;https://www.fragrantica.com/perfume/giorgio-armani/my-way-intense-68596.html;my-way-intense;giorgio-armani;Italy;women;39;1976;20210.0;orange blossom, bitter orange;indian tuberose, tuberose;madagascar vanilla, sandalwood;carlos benaim;;white floral;tuberose;citrus;vanilla;animalic;downloaded_images\9434_my_way_intense.jpg;giorgio-armani
9435;https://www.fragrantica.com/perfume/giorgio-armani/si-passione-intense-58737.html;si-passione-intense;giorgio-armani;Italy;women;39;865;20200.0;blackcurrant syrup;jasmine;white musk, patchouli, cedar, vanilla;julie mass�;;woody;fruity;musky;powdery;white floral;downloaded_images\9435_si_passione_intense.jpg;giorgio-armani
9462;https://www.fragrantica.com/perfume/jean-paul-gaultier/monsieur-eau-du-matin-2737.html;monsieur-eau-du-matin;jean-paul-gaultier;France;men;39;245;20080.0;citruses, bergamot;petitgrain, spices;cedar, guaiac wood;francis kurkdjian;;citrus;woody;fresh spicy;aromatic;fresh;downloaded_images\9462_monsieur_eau_du_matin.jpg;jean-paul-gaultier
9463;https://www.fragrantica.com/perfume/jean-paul-gaultier/classique-summer-2011-11597.html;classique-summer-2011;jean-paul-gaultier;France;women;39;96;20110.0;african orange flower, rose;jasmine, ylang-ylang;musk, vanille;unknown;;white floral;rose;sweet;yellow floral;musky;downloaded_images\9463_classique_summer_2011.jpg;jean-paul-gaultier
9473;https://www.fragrantica.com/perfume/lattafa-perfumes/confidential-platinum-78549.html;confidential-platinum;lattafa-perfumes;UAE;men;39;139;20220.0;citruses, bergamot, cypress, black pepper;sea notes, woodsy notes, olibanum;ambergris, musk, labdanum, moss;unknown;;citrus;fresh spicy;aromatic;woody;amber;downloaded_images\9473_confidential_platinum.jpg;lattafa-perfumes
9474;https://www.fragrantica.com/perfume/lattafa-perfumes/velvet-rose-76867.html;velvet-rose;lattafa-perfumes;UAE;unisex;39;155;;rose, patchouli;musk, labdanum;musk, amber;unknown;;rose;amber;musky;patchouli;woody;downloaded_images\9474_velvet_rose.jpg;lattafa-perfumes
9484;https://www.fragrantica.com/perfume/maison-alhambra/baroque-rouge-540-89849.html;baroque-rouge-540;maison-alhambra;UAE;unisex;39;103;20210.0;saffron, pear, mandarin orange;jasmine, ylang-ylang, lily;cashmere wood, amber, musk;unknown;;amber;warm spicy;woody;musky;white floral;downloaded_images\9484_baroque_rouge_540.jpg;maison-alhambra
9503;https://www.fragrantica.com/perfume/o-boticario/speed-man-7360.html;speed-man;o-boticario;Brazil;men;39;29;;grapefruit, bergamot, wormwood, anise;water notes, thyme, geranium, nutmeg;patchouli, sandalwood, virginia cedar, musk;unknown;;fresh spicy;citrus;aromatic;woody;aquatic;downloaded_images\9503_speed_man.jpg;o-boticario
9504;https://www.fragrantica.com/perfume/o-boticario/intense-boom-65986.html;intense-boom;o-boticario;Brazil;women;39;62;20210.0;red fruits, pineapple, pink pepper, bergamot, italian lemon;cassis, jasmine, rose, cashmeran;sweet notes, sandalwood, benzoin;unknown;;fruity;sweet;fresh;citrus;soft spicy;downloaded_images\9504_intense_boom.jpg;o-boticario
9505;https://www.fragrantica.com/perfume/o-boticario/thaty-amando-57327.html;thaty-amando;o-boticario;Brazil;women;39;29;20040.0;lime, pineapple, bergamot;gardenia, jasmine, violet;vetiver, musk, patchouli, sandalowood, vanilla;unknown;;white floral;citrus;woody;aromatic;lactonic;downloaded_images\9505_thaty_amando.jpg;o-boticario
9506;https://www.fragrantica.com/perfume/paco-rabanne/paco-1487.html;paco;paco-rabanne;Spain;unisex;39;1489;19950.0;amalfi lemon, pine, mandarin orange, coriander;tea, lavender, jasmine, cyclamen;musk, sandalwood, virginia cedar, tonka bean;rosendo mateu;;citrus;aromatic;woody;green;fresh;downloaded_images\9506_paco.jpg;paco-rabanne
9507;https://www.fragrantica.com/perfume/paco-rabanne/olympea-legend-54324.html;olympea-legend;paco-rabanne;Spain;women;39;2505;20190.0;plum, apricot, sea salt;floral notes, ginger flower;vanilla, tonka bean, amber, sand;loc dong;;vanilla;fruity;sweet;amber;powdery;downloaded_images\9507_olympea_legend.jpg;paco-rabanne
9508;https://www.fragrantica.com/perfume/paco-rabanne/pure-xs-46038.html;pure-xs;paco-rabanne;Spain;men;39;2866;20170.0;ginger, thyme, grapefruit, bergamot, green accord;vanilla, liquor, cinnamon, leather, apple;myrrh, sugar, cedar, woody notes, cashmeran, patchouli;unknown;;warm spicy;vanilla;sweet;amber;woody;downloaded_images\9508_pure_xs.jpg;paco-rabanne
9513;https://www.fragrantica.com/perfume/prada/kiss-collection-prada-candy-kiss-30659.html;kiss-collection-prada-candy-kiss;prada;Italy;women;39;251;20150.0;musk;benzoin;caramel;daniela (roche) andrier;;musky;amber;caramel;powdery;warm spicy;downloaded_images\9513_kiss_collection_prada_candy_kiss.jpg;prada
9514;https://www.fragrantica.com/perfume/prada/prada-candy-gloss-44534.html;prada-candy-gloss;prada;Italy;women;39;1891;20170.0;sour cherry, cassis;peach, rose, orange blossom;vanilla, almond, benzoin, heliotrope, musk;daniela (roche) andrier;;sweet;cherry;almond;fruity;nutty;downloaded_images\9514_prada_candy_gloss.jpg;prada
9530;https://www.fragrantica.com/perfume/yves-saint-laurent/baby-doll-honeymoon-limited-edition-5605.html;baby-doll-honeymoon-limited-edition;yves-saint-laurent;France;women;39;63;20090.0;red currant, passionfruit, grapefruit, rhuburb;pomegranate, jasmine, passion flower, peach, rose;musk, virginia cedar;unknown;;fruity;sweet;fresh;woody;sour;downloaded_images\9530_baby_doll_honeymoon_limited_edition.jpg;yves-saint-laurent
9531;https://www.fragrantica.com/perfume/yves-saint-laurent/cinema-scenario-d-ete-3165.html;cinema-scenario-d-ete;yves-saint-laurent;France;women;39;102;20080.0;lime, mandarin orange, orange;jasmine, amaryllis, ylang-ylang;peach, musk, amber;unknown;;citrus;sweet;white floral;fruity;floral;downloaded_images\9531_cinema_scenario_d_ete.jpg;yves-saint-laurent
9532;https://www.fragrantica.com/perfume/yves-saint-laurent/opium-eau-de-parfum-2009-7399.html;opium-eau-de-parfum-2009;yves-saint-laurent;France;women;39;6778;20090.0;mandarin orange, bergamot, lily-of-the-valley;myrhh, jasmine;opoponax, amber, patchouli, vanille;unknown;;amber;balsamic;sweet;warm spicy;citrus;downloaded_images\9532_opium_eau_de_parfum_2009.jpg;yves-saint-laurent
9533;https://www.fragrantica.com/perfume/yves-saint-laurent/young-sexy-lovely-couture-collection-2009-5787.html;young-sexy-lovely-couture-collection-2009;yves-saint-laurent;France;women;39;29;20090.0;black currant, pear, mandarin orange;cherry blossom, peach, magnolia;musk, virginia cedar, amber;unknown;;fruity;floral;citrus;sweet;fresh;downloaded_images\9533_young_sexy_lovely_couture_collection_200.jpg;yves-saint-laurent
9635;https://www.fragrantica.com/perfume/nuancielo/aurora-75288.html;aurora;nuancielo;Brazil;women;39;39;20220.0;black currant, red berries, cassis;rose, lily-of-the-valley, ylang-ylang;musk, vanilla;unknown;;fruity;fresh;rose;musky;green;downloaded_images\9635_aurora.jpg;nuancielo
9636;https://www.fragrantica.com/perfume/nuancielo/evodia-71570.html;evodia;nuancielo;Brazil;unisex;39;52;20200.0;saffron, jasmine;amber, ambergris, woodsy notes;fir resin, cedar;unknown;;amber;woody;warm spicy;animalic;fresh spicy;downloaded_images\9636_evodia.jpg;nuancielo
9667;https://www.fragrantica.com/perfume/sapientiae-niche/black-mamba-78250.html;black-mamba;sapientiae-niche;Brazil;unisex;39;58;20220.0;coffee, hazelnut, smoke, agarwood (oud);honey, virginia cedar, ylang-ylang, iris, egyptian pelargonium;myrrh, peru balsam, patchouli, ebony, vanilla absolute, labdanum, jasmine sambac;sanderson santana;;woody;warm spicy;amber;coffee;nutty;downloaded_images\9667_black_mamba.jpg;sapientiae-niche
9732;https://www.fragrantica.com/perfume/al-haramain-perfumes/maze-19608.html;maze;al-haramain-perfumes;UAE;unisex;391;117;;lemon, bergamot, wormwood;rose, orange blossom, jasmine;cedar, musk, sandalwood, patchouli, tonka bean, amber, praline;unknown;;citrus;woody;aromatic;powdery;fresh spicy;downloaded_images\9732_maze.jpg;al-haramain-perfumes
9733;https://www.fragrantica.com/perfume/al-haramain-perfumes/l-aventure-femme-51820.html;l-aventure-femme;al-haramain-perfumes;UAE;women;391;572;20170.0;pineapple, black currant, bergamot, wild berries;cedar, freesia, rose;musk, sandalwood, amber, vanilla;unknown;;fruity;woody;powdery;sweet;musky;downloaded_images\9733_l_aventure_femme.jpg;al-haramain-perfumes
9735;https://www.fragrantica.com/perfume/armaf/opus-femme-50333.html;opus-femme;armaf;UAE;women;391;34;;pink pepper, black currant, pear, plum;jasmine, rose, patchouli, iris;vanilla, praline, benzoin, tonka bean;unknown;;sweet;vanilla;amber;rose;white floral;downloaded_images\9735_opus_femme.jpg;armaf
9757;https://www.fragrantica.com/perfume/bvlgari/rose-goldea-blossom-delight-55754.html;rose-goldea-blossom-delight;bvlgari;Italy;women;391;535;20190.0;papaya, violet leaf, jasmine;rose, rose leaf, lily-of-the-valley;bulgarian rose, white musk, amber;alberto morillas;;rose;green;musky;white floral;floral;downloaded_images\9757_rose_goldea_blossom_delight.jpg;bvlgari
9764;https://www.fragrantica.com/perfume/carolina-herrera/good-girl-39681.html;good-girl;carolina-herrera;USA;women;391;17361;20160.0;almond, coffee, bergamot, lemon;tuberose, jasmine sambac, orange blossom, orris, bulgarian rose;tonka bean, cacao, vanilla, praline, sandalwood, musk, amber, cashmere wood, cinnamon, patchouli, cedar;louise turner;quentin bisch;sweet;white floral;warm spicy;vanilla;cacao;downloaded_images\9764_good_girl.jpg;carolina-herrera
9772;https://www.fragrantica.com/perfume/dior/dior-addict-eau-sensuelle-15269.html;dior-addict-eau-sensuelle;dior;France;women;391;1304;20120.0;rose;jasmine;musk, cedar;fran�ois demachy;;rose;musky;white floral;floral;powdery;downloaded_images\9772_dior_addict_eau_sensuelle.jpg;dior
9797;https://www.fragrantica.com/perfume/jean-paul-gaultier/classique-x-l-eau-14568.html;classique-x-l-eau;jean-paul-gaultier;France;women;391;78;20120.0;neroli, bergamot;orange blossom, peony;orris root, vanilla;jacques cavallier;;citrus;white floral;floral;fresh;iris;downloaded_images\9797_classique_x_l_eau.jpg;jean-paul-gaultier
9813;https://www.fragrantica.com/perfume/lattafa-perfumes/qaed-al-fursan-unlimited-82590.html;qaed-al-fursan-unlimited;lattafa-perfumes;UAE;unisex;391;1133;20220.0;coconut, citruses, pineapple;ylang-ylang, jasmine, frangipani;vanilla, musk, sandalwood;unknown;;vanilla;sweet;coconut;tropical;powdery;downloaded_images\9813_qaed_al_fursan_unlimited.jpg;lattafa-perfumes
9814;https://www.fragrantica.com/perfume/lattafa-perfumes/maahir-64950.html;maahir;lattafa-perfumes;UAE;unisex;391;494;20200.0;red berries, peach, bergamot;jasmine, peony, red lily;sandalwood, vanilla flower, musk;unknown;;powdery;woody;vanilla;musky;fruity;downloaded_images\9814_maahir.jpg;lattafa-perfumes
9832;https://www.fragrantica.com/perfume/natura/urbano-noturno-41914.html;urbano-noturno;natura;Brazil;men;391;32;20160.0;green notes, cardamom;woody notes;amber;ver�nica kato;;green;amber;warm spicy;woody;aromatic;downloaded_images\9832_urbano_noturno.jpg;natura
9833;https://www.fragrantica.com/perfume/natura/amis-3-38504.html;amis-3;natura;Brazil;women;391;45;20150.0;nectarine, pear, mandarin orange;violet, orchid, lily-of-the-valley;musk, sandalwood, cedar;unknown;;floral;violet;powdery;fresh;sweet;downloaded_images\9833_amis_3.jpg;natura
9834;https://www.fragrantica.com/perfume/natura/humor-1-26117.html;humor-1;natura;Brazil;women;391;1447;20060.0;pear, citruses, cassis;lily-of-the-valley, jasmine, brazil nut;sandalwood, musk, amber;klara ravat;ver�nica kato;fresh;fruity;white floral;citrus;sweet;downloaded_images\9834_humor_1.jpg;natura
9835;https://www.fragrantica.com/perfume/natura/flor-da-manha-43624.html;flor-da-manha;natura;Brazil;women;391;204;20170.0;green notes, orange, bergamot, lemon, grapefruit, mandarin orange, ginger, apple;priprioca, lily-of-the-valley, pataqueira, jasmine, violet;copahu balm, musk, cedar, amber, cashmeran, vanilla;ver�nica kato;;citrus;green;white floral;aromatic;amber;downloaded_images\9835_flor_da_manha.jpg;natura
9836;https://www.fragrantica.com/perfume/natura/frescor-de-maracuja-25975.html;frescor-de-maracuja;natura;Brazil;unisex;391;1048;20030.0;passionfruit, bergamot, mandarin orange, rosemary, anise, apple;violet, rose, lily-of-the-valley, jasmine;musk, sandalwood, cedar, oakmoss;francisca perez areias;;citrus;fruity;tropical;sweet;woody;downloaded_images\9836_frescor_de_maracuja.jpg;natura
9837;https://www.fragrantica.com/perfume/natura/sr-n-noite-56477.html;sr-n-noite;natura;Brazil;men;391;54;20190.0;galbanum, bergamot, lemon;lavender, cardamom, orange blossom;patchouli, vetiver, vanilla;ver�nica kato;;aromatic;woody;patchouli;warm spicy;earthy;downloaded_images\9837_sr_n_noite.jpg;natura
9842;https://www.fragrantica.com/perfume/o-boticario/coffe-lucky-woman-67533.html;coffe-lucky-woman;o-boticario;Brazil;women;391;141;20210.0;bergamot, italian mandarin, lavender extract, brazilian orange;heliotrope, maple, jasmine sambac, orris, cyclamen;white amber, velvet, indonesian patchouli leaf, amyris, indonesian nutmeg, skin;unknown;;citrus;powdery;woody;amber;fresh spicy;downloaded_images\9842_coffe_lucky_woman.jpg;o-boticario
9843;https://www.fragrantica.com/perfume/o-boticario/floratta-flores-secretas-46933.html;floratta-flores-secretas;o-boticario;Brazil;women;391;633;20170.0;fig, grapefruit, orange, red apple;freesia, cashmere wood, fig blossom, cedar, nympheal?;raspberry, peach, amber, musk;unknown;;fruity;sweet;citrus;woody;musky;downloaded_images\9843_floratta_flores_secretas.jpg;o-boticario
9844;https://www.fragrantica.com/perfume/o-boticario/portinari-absoluto-87629.html;portinari-absoluto;o-boticario;Brazil;men;391;65;20230.0;cardamom, grapefruit, pink pepper, juniper;sandalwood, atlas cedar, geranium, freesia;amber, guaiac wood, styrax, patchouli, tonka bean, musk;unknown;;woody;amber;warm spicy;aromatic;fresh spicy;downloaded_images\9844_portinari_absoluto.jpg;o-boticario
9845;https://www.fragrantica.com/perfume/o-boticario/quasar-2019-61850.html;quasar-2019;o-boticario;Brazil;men;391;172;20190.0;bergamot, lemon, neroli, mandarin orange, cardamom;lavender, geranium, orange blossom, galbanum, ambrocenide, pink pepper, sage;musk, moss, cedar essence, australian sandalwood, cashmeran, amber, patchouli;unknown;;citrus;aromatic;fresh spicy;woody;lavender;downloaded_images\9845_quasar_2019.jpg;o-boticario
9846;https://www.fragrantica.com/perfume/o-boticario/quasar-oxygen-19269.html;quasar-oxygen;o-boticario;Brazil;men;391;45;;bergamot, lemon, pepper;jasmine, floral notes, rose;musk, cedar, amber;unknown;;citrus;floral;musky;white floral;fresh spicy;downloaded_images\9846_quasar_oxygen.jpg;o-boticario
9847;https://www.fragrantica.com/perfume/paco-rabanne/black-xs-for-her-1138.html;black-xs-for-her;paco-rabanne;Spain;women;391;9020;20070.0;cranberry, pink pepper, tamarind;cacao, rose, black violet;vanilla, patchouli, massoia wood;emilie bevierre-coppermann;mark buxton;warm spicy;cacao;vanilla;fruity;sweet;downloaded_images\9847_black_xs_for_her.jpg;paco-rabanne
9848;https://www.fragrantica.com/perfume/paco-rabanne/1-million-intense-17472.html;1-million-intense;paco-rabanne;Spain;men;391;1036;20130.0;saffron, black pepper, blood mandarin, cardamom;rose, cinnamon, neroli;leather, sandalwood, patchouli, orris root;unknown;;warm spicy;rose;cinnamon;leather;woody;downloaded_images\9848_1_million_intense.jpg;paco-rabanne
9850;https://www.fragrantica.com/perfume/prada/infusion-de-gingembre-90482.html;infusion-de-gingembre;prada;Italy;unisex;391;79;20240.0;aldehydes, green mandarin;ginger;musk, vetiver;daniela (roche) andrier;;warm spicy;citrus;fresh;aldehydic;musky;downloaded_images\9850_infusion_de_gingembre.jpg;prada
9872;https://www.fragrantica.com/perfume/yves-saint-laurent/la-nuit-de-l-homme-l-intense-31385.html;la-nuit-de-l-homme-l-intense;yves-saint-laurent;France;men;391;1067;20150.0;iris, violet;vanilla, sage;tonka bean, patchouli;unknown;;powdery;violet;vanilla;iris;woody;downloaded_images\9872_la_nuit_de_l_homme_l_intense.jpg;yves-saint-laurent
9873;https://www.fragrantica.com/perfume/yves-saint-laurent/la-collection-yvresse-13730.html;la-collection-yvresse;yves-saint-laurent;France;women;391;628;20110.0;nectarine, litchi;violet, rose;patchouli;unknown;;fruity;fresh;powdery;violet;sweet;downloaded_images\9873_la_collection_yvresse.jpg;yves-saint-laurent
